MAR,EAR,TIME
0.8345475415929391,0.32141529818933356,20:33
0.8345475415929391,0.32141529818933356,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.688284411956668,0.3734304554069578,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.688284411956668,0.3734304554069578,20:33
0.41832743951543827,0.3688816562623467,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.688284411956668,0.3734304554069578,20:33
0.41832743951543827,0.3688816562623467,20:33
1.1135346930728387,0.383143983017576,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.688284411956668,0.3734304554069578,20:33
0.41832743951543827,0.3688816562623467,20:33
1.1135346930728387,0.383143983017576,20:33
0.6742594269631662,0.35463526303811865,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.688284411956668,0.3734304554069578,20:33
0.41832743951543827,0.3688816562623467,20:33
1.1135346930728387,0.383143983017576,20:33
0.6742594269631662,0.35463526303811865,20:33
0.4448410254942702,0.3571788383353248,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.688284411956668,0.3734304554069578,20:33
0.41832743951543827,0.3688816562623467,20:33
1.1135346930728387,0.383143983017576,20:33
0.6742594269631662,0.35463526303811865,20:33
0.4448410254942702,0.3571788383353248,20:33
0.7071067811865476,0.23302705899402715,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.688284411956668,0.3734304554069578,20:33
0.41832743951543827,0.3688816562623467,20:33
1.1135346930728387,0.383143983017576,20:33
0.6742594269631662,0.35463526303811865,20:33
0.4448410254942702,0.3571788383353248,20:33
0.7071067811865476,0.23302705899402715,20:33
0.9036923425424945,0.23147977524878835,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.688284411956668,0.3734304554069578,20:33
0.41832743951543827,0.3688816562623467,20:33
1.1135346930728387,0.383143983017576,20:33
0.6742594269631662,0.35463526303811865,20:33
0.4448410254942702,0.3571788383353248,20:33
0.7071067811865476,0.23302705899402715,20:33
0.9036923425424945,0.23147977524878835,20:33
0.6384610114054564,0.21061534028149287,20:33
0.8345475415929391,0.32141529818933356,20:33
0.7523396096532866,0.14969174671992858,20:33
0.45715922140396215,0.31595373309357005,20:33
0.7813295580153986,0.3535318326221437,20:33
0.688284411956668,0.3734304554069578,20:33
0.41832743951543827,0.3688816562623467,20:33
1.1135346930728387,0.383143983017576,20:33
0.6742594269631662,0.35463526303811865,20:33
0.4448410254942702,0.3571788383353248,20:33
